ROW_ID,ORDER_ID,ORDER_DATE,PRIORITY,QUANTITY,SALES,DISCOUNT,MODE,PROFIT,UNIT_PRICE,SHIPPING_COSTS,CUSTOMER_ID,PROVINCE,REGION,SEGMENT,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PRODUCT_CONTAINER,SHIP_DATE
4881,34723,12/9/2012,Medium,46,3776.28,0.06,Delivery Truck,579.79,80.97,30.06,630,Saskachewan,Prarie,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Jumbo Box,12/12/2012
4880,34723,12/9/2012,Medium,4,6095.14,0.06,Delivery Truck,-3001.28,1500.97,29.7,630,Saskachewan,Prarie,Small Business,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,12/11/2012
4883,34725,7/27/2011,Low,14,1885.41,0.08,Regular Air,-524.74,138.14,35,358,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,7/29/2011
4884,34727,3/13/2011,Low,20,159.71,0.1,Express Air,-114.41,8.04,8.94,458,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,3/17/2011
4885,34753,1/18/2010,Not Specified,7,117.062,0.09,Regular Air,-63.70,20.99,0.99,108,British Columbia,West,Small Business,Technology,Telephones and Communication,Accessory25,Wrap Bag,1/20/2010
4886,34754,6/4/2012,Critical,16,623.35,0.03,Regular Air,235.51,37.94,5.08,554,New Brunswick,Atlantic,Home Office,Office Supplies,Paper,"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,6/6/2012
4887,34757,5/28/2012,High,40,250.6,0.1,Express Air,-107.06,6.48,6.22,630,Saskachewan,Prarie,Small Business,Office Supplies,Paper,Xerox 1894,Small Box,5/30/2012
4888,34785,1/25/2010,Critical,45,15468.216,0.01,Delivery Truck,-969.05,400.98,42.52,84,Ontario,Ontario,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,1/28/2010
4889,34787,2/28/2010,Low,14,453.99,0.05,Regular Air,14.61,30.98,8.99,164,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,3/2/2010
4890,34788,11/9/2009,High,4,30.47,0.02,Regular Air,-10.70,5.98,5.15,251,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 193,Small Box,11/11/2009
4892,34791,5/7/2011,Medium,9,1010.26,0.01,Regular Air,271.50,104.85,19.99,182,British Columbia,West,Home Office,Office Supplies,Paper,Multicolor Computer Printout Paper,Small Box,5/7/2011
4891,34791,5/7/2011,Medium,37,284.58,0.03,Regular Air,33.81,7.59,4,182,British Columbia,West,Home Office,Furniture,Office Furnishings,"Master Giant Foot� Doorstop, Safety Yellow",Wrap Bag,5/9/2011
4894,34816,11/5/2010,Not Specified,43,2568.71,0.1,Regular Air,590.77,60.98,19.99,97,British Columbia,West,Corporate,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,11/7/2010
4893,34816,11/5/2010,Not Specified,29,1158.45,0.1,Regular Air,267.16,41.71,4.5,97,British Columbia,West,Corporate,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,11/5/2010
4895,34822,7/10/2012,Not Specified,23,990.5,0.04,Regular Air,323.73,43.98,1.99,160,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,7/11/2012
4898,34849,10/12/2010,Critical,3,1192.93,0.07,Regular Air,-434.81,419.19,19.99,204,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,10/13/2010
4897,34849,10/12/2010,Critical,22,100.13,0.08,Regular Air,19.77,4.73,1.52,204,Saskachewan,Prarie,Home Office,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,10/13/2010
4896,34849,10/12/2010,Critical,3,11.76,0.1,Regular Air,-2.83,4.13,0.5,204,Saskachewan,Prarie,Home Office,Office Supplies,Labels,Avery 506,Small Box,10/14/2010
4899,34852,9/5/2012,Low,26,53.93,0.04,Regular Air,-10.95,2.08,1.49,129,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,9/9/2012
4900,34853,9/29/2011,Critical,49,651.9,0.16,Regular Air,-74.51,13.73,6.85,154,British Columbia,West,Small Business,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,10/2/2011
4901,34880,9/16/2009,High,44,284.38,0.04,Regular Air,-62.43,6.48,5.19,83,Prince Edward Island,Atlantic,Home Office,Office Supplies,Paper,Xerox 1995,Small Box,9/17/2009
4902,34881,2/7/2011,Medium,37,187.37,0.01,Regular Air,-85.01,4.98,4.95,459,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,2/9/2011
4903,34882,7/24/2009,Critical,43,84.61,0.03,Regular Air,-15.10,1.88,1.49,482,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Staples� General Use 3-Ring Binders,Small Box,7/25/2009
4904,34883,11/4/2009,Critical,31,906.015,0.05,Regular Air,248.67,35.99,5.99,436,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,11/5/2009
4905,34913,11/22/2011,Medium,15,107.63,0,Regular Air,-29.89,6.81,5.48,622,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,11/24/2011
4906,34916,8/9/2010,High,3,24.36,0.08,Express Air,10.04,4.82,5.72,475,Quebec,Quebec,Consumer,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,8/11/2010
4908,34918,10/23/2009,Medium,25,200.77,0.01,Regular Air,-60.61,7.28,7.98,298,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,10/25/2009
4907,34918,10/23/2009,Medium,12,2230.97,0.06,Delivery Truck,273.27,180.98,26.2,298,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,10/24/2009
4909,34948,1/12/2010,Critical,15,1057.06,0.08,Delivery Truck,-403.74,68.81,60,772,Alberta,West,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,1/12/2010
4911,34976,11/24/2012,Medium,29,168.2,0.08,Regular Air,-64.53,5.98,5.46,738,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1983,Small Box,11/25/2012
4910,34976,11/24/2012,Medium,45,4475,0.02,Delivery Truck,-1523.77,95.95,74.35,738,Alberta,West,Home Office,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,11/26/2012
4912,34978,2/4/2011,High,49,165.51,0.08,Regular Air,-269.91,3.52,6.83,4,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box,2/6/2011
4913,34979,9/28/2010,Critical,15,609.97,0,Regular Air,62.93,39.48,1.99,553,Alberta,West,Small Business,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,9/30/2010
4916,34980,8/2/2010,Not Specified,12,562.15,0.01,Regular Air,148.34,46.89,5.1,720,British Columbia,West,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,8/4/2010
4915,34980,8/2/2010,Not Specified,25,848.19,0.06,Express Air,120.02,34.76,5.49,720,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box,8/4/2010
4914,34980,8/2/2010,Not Specified,7,140.77,0.01,Regular Air,100.77,18.65,3.77,720,British Columbia,West,Corporate,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack,8/4/2010
4917,35011,12/10/2012,Not Specified,14,154.45,0.09,Regular Air,-2.31,10.98,3.37,101,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars� Softgrip Scissors,Small Pack,12/12/2012
4919,35012,6/8/2012,Medium,11,1770.2015,0.08,Regular Air,-165.95,195.99,4.2,313,Ontario,Ontario,Corporate,Technology,Telephones and Communication,T65,Small Box,6/9/2012
4918,35012,6/8/2012,Medium,10,126.79,0.04,Regular Air,-16.38,11.97,4.98,313,Ontario,Ontario,Corporate,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,6/8/2012
4920,35040,4/18/2012,Not Specified,44,486.63,0.03,Regular Air,-146.37,10.9,7.46,159,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,Crate-A-Files�,Small Box,4/21/2012
4921,35041,4/15/2009,Not Specified,28,443.73,0.01,Regular Air,-200.86,15.16,15.09,461,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Small Box,4/15/2009
4922,35042,12/2/2010,Not Specified,23,1196.86,0.06,Regular Air,-12.51,50.98,6.5,312,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,12/3/2010
4924,35043,7/19/2010,Not Specified,9,924.1115,0.06,Regular Air,-287.99,125.99,8.08,636,Saskachewan,Prarie,Home Office,Technology,Telephones and Communication,M3682,Small Box,7/20/2010
4923,35043,7/19/2010,Not Specified,45,125.21,0.01,Express Air,37.99,2.62,0.8,636,Saskachewan,Prarie,Home Office,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,7/20/2010
4925,35045,4/2/2012,Medium,44,565.01,0.1,Regular Air,-10.33,13.48,4.51,527,Manitoba,Prarie,Small Business,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,4/4/2012
4928,35046,7/24/2010,Medium,45,4951.36,0.03,Express Air,1759.72,107.53,5.81,220,Alberta,West,Corporate,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,7/25/2010
4927,35046,7/24/2010,Medium,13,3583.87,0.07,Delivery Truck,-113.08,284.98,69.55,220,Alberta,West,Corporate,Furniture,Chairs & Chairmats,Global Commerce� Series High-Back Swivel/Tilt Chairs,Jumbo Drum,7/25/2010
4926,35046,7/24/2010,Medium,21,151.86,0.1,Express Air,-54.67,7.1,6.05,220,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,7/24/2010
4929,35047,6/9/2010,Medium,31,148.17,0,Regular Air,-7.06,4.71,0.7,57,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,6/11/2010
4930,35077,10/7/2011,High,29,81.1,0.06,Regular Air,-2.07,2.94,0.96,312,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,10/8/2011
4932,35079,8/14/2010,High,32,2062.75,0.01,Express Air,559.59,60.98,19.99,264,Ontario,Ontario,Consumer,Furniture,Tables,Hon 4060 Series Tables,Large Box,8/16/2010
4931,35079,8/14/2010,High,13,71.57,0.02,Regular Air,-30.69,4.98,4.95,264,Ontario,Ontario,Consumer,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,8/16/2010
4934,35104,4/22/2012,High,18,388.15,0,Regular Air,-44.21,19.94,14.87,216,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,4/24/2012
4933,35104,4/22/2012,High,1,36.31,0.04,Regular Air,-74.45,29.99,5.5,216,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Logitech Cordless Access Keyboard,Small Box,4/25/2012
4936,35110,10/18/2011,High,49,1435.32,0.02,Regular Air,485.95,29.89,1.99,292,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,10/20/2011
4935,35110,10/18/2011,High,14,12805.25,0.01,Regular Air,5065.51,896.99,19.99,292,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,10/19/2011
4937,35111,6/5/2010,Critical,39,893.29,0.08,Regular Air,256.16,23.99,6.71,743,Alberta,West,Small Business,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,6/7/2010
4938,35136,10/8/2009,Critical,23,68.73,0.07,Regular Air,17.17,2.94,0.81,616,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,10/9/2009
4940,35137,7/17/2010,High,47,1041.78,0.1,Regular Air,283.79,23.99,6.71,562,Manitoba,Prarie,Home Office,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,7/20/2010
4939,35137,7/17/2010,High,41,225.06,0.05,Express Air,7.30,5.34,2.99,562,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,7/19/2010
4941,35139,1/18/2010,High,29,264.78,0.02,Regular Air,53.05,8.69,2.99,738,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl",Small Box,1/19/2010
4944,35139,1/18/2010,High,32,389.98,0.07,Regular Air,-14.98,12.21,4.81,738,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,1/20/2010
4943,35139,1/18/2010,High,25,854.9,0.05,Regular Air,76.87,34.58,8.99,738,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,1/20/2010
4942,35139,1/18/2010,High,3,10380.34,0.05,Delivery Truck,-8389.47,3502.14,8.73,738,British Columbia,West,Home Office,Technology,Office Machines,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Jumbo Box,1/19/2010
4945,35141,9/11/2010,Medium,29,2046.81,0.02,Regular Air,469.28,67.28,19.99,69,Prince Edward Island,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box,9/12/2010
4946,35142,4/22/2010,Low,11,231.27,0.03,Regular Air,89.29,20.24,6.67,186,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,4/24/2010
4948,35173,3/13/2012,Not Specified,13,1446.207,0.02,Regular Air,29.56,125.99,8.08,55,Alberta,West,Corporate,Technology,Telephones and Communication,StarTAC ST7762,Small Box,3/15/2012
4947,35173,3/13/2012,Not Specified,29,6483.26,0.09,Delivery Truck,341.98,240.98,60.2,55,Alberta,West,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Jumbo Box,3/15/2012
4949,35200,2/5/2009,Medium,15,150.24,0.08,Regular Air,-102.93,9.98,12.52,705,Yukon,Yukon,Corporate,Furniture,Office Furnishings,"Eldon� Expressions� Wood and Plastic Desk Accessories, Oak",Small Box,2/7/2009
4950,35201,6/4/2010,Low,18,211.44,0.03,Regular Air,-75.81,10.97,6.5,362,Quebec,Quebec,Home Office,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,6/11/2010
4951,35238,4/28/2011,Low,27,1403.027,0.1,Express Air,153.80,65.99,5.63,159,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,2190,Small Box,4/28/2011
4953,35239,11/12/2011,Critical,38,2257.88,0.01,Regular Air,474.98,59.76,9.71,741,British Columbia,West,Small Business,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,11/14/2011
4952,35239,11/12/2011,Critical,21,109.29,0.08,Regular Air,-77.08,5.28,6.26,741,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1928,Small Box,11/13/2011
4956,35265,11/29/2010,Not Specified,2,24.53,0.04,Regular Air,-28.14,9.49,5.76,573,Manitoba,Prarie,Small Business,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box,12/1/2010
4955,35265,11/29/2010,Not Specified,16,577,0.04,Delivery Truck,-112.88,33.94,19.19,573,Manitoba,Prarie,Small Business,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,11/30/2010
4954,35265,11/29/2010,Not Specified,4,125.78,0.02,Regular Air,8.43,30.56,2.99,573,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Surelock� Post Binders,Small Box,11/30/2010
4958,35266,1/10/2011,Not Specified,28,5993.74,0.07,Delivery Truck,-998.94,218.75,69.64,28,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,1/12/2011
4957,35266,1/10/2011,Not Specified,39,217.25,0.07,Regular Air,33.50,5.84,1.2,28,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,1/10/2011
4959,35271,7/26/2010,High,19,1083.4015,0.02,Regular Air,64.53,65.99,8.99,364,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,5180,Small Box,7/27/2010
4960,35296,3/21/2011,Low,7,407.8725,0.02,Regular Air,-165.63,65.99,3.99,384,Quebec,Quebec,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,3/23/2011
4961,35299,8/10/2012,Not Specified,41,4359,0.02,Regular Air,907.67,99.99,19.99,621,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,8/12/2012
4964,35300,3/2/2010,Medium,13,119.03,0.06,Regular Air,29.62,8.95,2.01,78,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Wrap Bag,3/3/2010
4963,35300,3/2/2010,Medium,35,1445.6,0.08,Regular Air,126.03,41.32,8.66,78,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,3/5/2010
4962,35300,3/2/2010,Medium,10,28.81,0.02,Regular Air,7.15,2.89,0.49,78,Prince Edward Island,Atlantic,Corporate,Office Supplies,Labels,*Staples* Packaging Labels,Small Box,3/3/2010
4966,35302,6/7/2010,Medium,13,1265.497,0.1,Regular Air,-228.18,125.99,7.69,469,Quebec,Quebec,Small Business,Technology,Telephones and Communication,StarTAC 3000,Small Box,6/8/2010
4965,35302,6/7/2010,Medium,6,188.44,0.09,Regular Air,17.57,30.98,5.76,469,Quebec,Quebec,Small Business,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,6/7/2010
4967,35360,4/18/2011,Critical,4,41.06,0.04,Regular Air,-16.39,8.88,6.28,361,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,GBC Instant Index� System for Binding Systems,Small Box,4/20/2011
4969,35361,4/6/2009,Medium,37,313.4,0,Regular Air,-5.05,8.34,4.82,455,British Columbia,West,Home Office,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,4/7/2009
4968,35361,4/6/2009,Medium,40,746.93,0.09,Express Air,67.03,18.97,9.03,455,British Columbia,West,Home Office,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,4/7/2009
4973,35364,12/12/2009,Critical,8,1265.293,0.06,Regular Air,-554.44,195.99,8.99,117,British Columbia,West,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box,12/14/2009
4972,35364,12/12/2009,Critical,37,15897.01,0.06,Delivery Truck,455.02,424.21,110.2,117,British Columbia,West,Corporate,Furniture,Tables,Bush Advantage Collection� Racetrack Conference Table,Jumbo Box,12/13/2009
4971,35364,12/12/2009,Critical,29,10338.93,0.06,Delivery Truck,-871.52,376.13,85.63,117,British Columbia,West,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,12/14/2009
4970,35364,12/12/2009,Critical,16,72.08,0.04,Regular Air,-54.75,4.28,5.68,117,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 199,Small Box,12/14/2009
4974,35366,7/12/2011,Low,23,149.31,0.06,Regular Air,-98.42,6.48,7.81,786,Alberta,West,Consumer,Office Supplies,Paper,Xerox 209,Small Box,7/19/2011
4975,35392,2/23/2012,High,9,70.88,0.01,Regular Air,-50.20,6.48,9.68,558,New Brunswick,Atlantic,Small Business,Office Supplies,Paper,Xerox 1993,Small Box,2/23/2012
4976,35399,1/21/2011,Low,38,188.38,0.04,Regular Air,-120.12,4.91,5.68,652,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,1/23/2011
4978,35425,3/28/2010,Not Specified,45,75.68,0.08,Regular Air,-4.04,1.81,0.75,672,Saskachewan,Prarie,Home Office,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,3/30/2010
4977,35425,3/28/2010,Not Specified,25,100.34,0,Regular Air,-88.19,3.58,5.47,672,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,3/30/2010
4979,35426,10/3/2010,High,5,53.01,0.08,Regular Air,3.85,10.31,1.79,688,Alberta,West,Small Business,Office Supplies,Paper,"Speediset Carbonless Redi-Letter� 7"" x 8 1/2""",Wrap Bag,10/4/2010
4982,35430,3/25/2010,Low,31,1655.3665,0.08,Regular Air,173.93,65.99,8.99,416,Ontario,Ontario,Home Office,Technology,Telephones and Communication,5180,Small Box,3/27/2010
4981,35430,3/25/2010,Low,48,133.43,0.1,Regular Air,9.50,2.84,0.93,416,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent� Tank-Style Highlighters,Wrap Bag,3/29/2010
4980,35430,3/25/2010,Low,16,1835.84,0.05,Regular Air,608.74,110.98,13.99,416,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,4/1/2010
4983,35456,11/1/2012,Critical,37,46.37,0.03,Regular Air,-19.81,1.26,0.7,699,Yukon,Yukon,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,11/3/2012
4984,35457,12/7/2009,Low,45,3286.27,0.02,Regular Air,1102.58,70.97,3.5,694,New Brunswick,Atlantic,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,12/14/2009
4986,35461,6/1/2009,Critical,30,112.6,0.04,Regular Air,-25.99,3.68,1.32,424,Manitoba,Prarie,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,6/2/2009
4985,35461,6/1/2009,Critical,11,48.75,0.08,Regular Air,3.50,4.49,1.49,424,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Non-Stick Binders,Small Box,6/1/2009
4988,35490,12/7/2010,High,41,1289.62,0.03,Regular Air,432.52,35.99,1.1,793,Alberta,West,Small Business,Technology,Telephones and Communication,Accessory35,Small Box,12/9/2010
4987,35490,12/7/2010,High,7,44.64,0.03,Express Air,2.08,5.84,1.2,793,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,12/9/2010
4989,35492,2/10/2012,Medium,36,455.93,0.02,Express Air,83.51,12.64,4.98,310,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,2/12/2012
4990,35494,2/14/2011,Medium,18,1731.104,0.01,Regular Air,-270.57,111.96,69,411,Quebec,Quebec,Consumer,Furniture,Tables,Hon 4060 Series Tables,Large Box,2/15/2011
4991,35522,10/25/2010,Low,27,2575.01,0.09,Regular Air,231.46,99.99,19.99,161,British Columbia,West,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,11/1/2010
4992,35554,9/24/2012,Not Specified,34,4581.54,0.05,Delivery Truck,-614.37,130.98,54.74,264,Ontario,Ontario,Consumer,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,9/26/2012
4995,35555,3/4/2011,Medium,2,10.43,0.07,Regular Air,-4.72,4.98,0.8,253,Ontario,Ontario,Corporate,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,3/4/2011
4994,35555,3/4/2011,Medium,15,71.61,0.1,Regular Air,-70.31,4.89,4.93,253,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,3/6/2011
4993,35555,3/4/2011,Medium,50,11266.4,0.08,Delivery Truck,1902.99,243.98,43.32,253,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,3/5/2011
4996,35558,9/15/2009,Critical,2,34.88,0.09,Regular Air,-22.12,13.79,8.78,4,Prince Edward Island,Atlantic,Consumer,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,9/17/2009
4997,35584,5/3/2011,Medium,15,150.33,0.08,Express Air,-98.23,9.71,9.45,186,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,5/3/2011
4998,35587,11/10/2011,Critical,43,208.77,0.03,Regular Air,-144.24,4.82,5.72,717,British Columbia,West,Consumer,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,11/11/2011
4999,35588,6/13/2010,Low,32,1727.79,0.1,Delivery Truck,-694.90,58.14,36.61,521,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,6/15/2010
5000,35590,12/2/2012,Critical,4,423.95,0,Regular Air,-263.95,99.99,19.99,584,Manitoba,Prarie,Small Business,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,12/3/2012
5002,35649,10/9/2011,Medium,25,174.03,0.02,Regular Air,-42.37,6.48,5.74,144,British Columbia,West,Consumer,Office Supplies,Paper,Xerox 1994,Small Box,10/11/2011
5001,35649,10/9/2011,Medium,9,43.26,0.1,Regular Air,3.90,4.82,1.49,144,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Tuff Stuff� Recycled Round Ring Binders,Small Box,10/11/2011
5003,35652,9/21/2010,Low,21,2251.56,0.01,Delivery Truck,226.63,100.98,26.22,224,Alberta,West,Corporate,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,9/23/2010
5004,35684,8/3/2011,Low,10,910.98,0.07,Regular Air,18.77,96.45,13.99,220,Alberta,West,Corporate,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,Medium Box,8/8/2011
5005,35686,10/2/2010,High,48,313.52,0.05,Regular Air,-254.68,6.48,9.17,311,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1996,Small Box,10/4/2010
